cve,cvss_score,severity,severity_num,port,service,is_public,has_exploit,in_cisa_kev,in_exploitdb,attackVector,attackComplexity,privilegesRequired,userInteraction,gold_risk_score,source
CVE-2017-6417,6.7,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,HIGH,NONE,6.7,NVD
CVE-2017-7215,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7222,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2014-9836,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9838,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9840,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-7224,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-5673,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-1603,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2016-5748,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2016-5749,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2016-5751,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-5755,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2016-5756,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-9168,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2016-9169,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-7468,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2016-10254,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-10255,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-6225,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2017-5524,4.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,4.3,NVD
CVE-2014-9915,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-10046,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-10047,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-10053,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-10058,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-8885,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-8887,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9011,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9262,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9264,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9265,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9266,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2016-9388,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9390,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9392,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9393,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9394,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9395,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9556,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-9557,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-7242,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2014-0229,6.5,MEDIUM,2,80,hadoop,1,0,0,0,NETWORK,LOW,LOW,NONE,7.0,NVD
CVE-2015-8622,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2015-8627,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2015-8628,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,REQUIRED,5.3,NVD
CVE-2015-8687,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2017-6911,6.6,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,LOW,NONE,6.6,NVD
CVE-2017-7244,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-7247,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7248,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7249,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7250,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7251,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-6507,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2015-8678,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-5644,5.5,MEDIUM,2,80,poi,1,0,0,0,LOCAL,LOW,NONE,REQUIRED,6.0,NVD
CVE-2016-10130,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2016-3178,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2016-3179,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-5508,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-7255,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2017-7256,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2017-7257,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-10266,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-10267,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-7261,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-7262,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-7266,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-2643,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2017-2644,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-2645,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-5622,5.9,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,LOW,NONE,5.9,NVD
CVE-2017-6003,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-6067,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2015-8309,4.3,MEDIUM,2,0,unknown,0,1,0,1,NETWORK,LOW,LOW,NONE,5.8,NVD+ExploitDB
CVE-2015-8310,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-7474,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2016-9922,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-5973,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-6878,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2015-8010,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2015-8762,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2017-6459,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-6463,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2017-6464,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2017-7271,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7273,6.6,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,LOW,NONE,6.6,NVD
CVE-2017-7274,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-7275,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-5238,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2016-6056,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9737,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2017-1120,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-1142,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2017-1143,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,LOW,NONE,5.3,NVD
CVE-2016-9126,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9128,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9129,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2016-9130,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9454,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9457,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9459,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-9460,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2016-9461,4.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,4.3,NVD
CVE-2016-9462,4.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,4.3,NVD
CVE-2016-9464,4.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,4.3,NVD
CVE-2016-9465,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9466,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-9467,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2016-9468,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2016-9472,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9473,4.7,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,4.7,NVD
CVE-2017-0881,4.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,4.3,NVD
CVE-2017-0882,6.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.3,NVD
CVE-2016-8884,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-2686,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2017-2687,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-6864,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2017-7298,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2015-8234,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-6846,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-5900,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2017-7299,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-4976,5.5,MEDIUM,2,80,ambari,1,0,0,0,LOCAL,LOW,LOW,NONE,6.0,NVD
CVE-2017-7320,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-7541,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2016-7542,4.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,4.9,NVD
CVE-2014-9805,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9806,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9807,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9808,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9809,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9810,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9811,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9812,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9813,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9814,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9815,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9816,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-9818,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-5184,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2017-6184,4.7,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,4.7,NVD
CVE-2017-7346,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2016-9319,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2017-6973,4.8,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,REQUIRED,4.8,NVD
CVE-2017-7241,4.8,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,REQUIRED,4.8,NVD
CVE-2017-7309,4.8,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,REQUIRED,4.8,NVD
CVE-2017-7359,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7360,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7361,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7362,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7363,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-6209,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2016-6022,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-6031,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-6036,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-8935,5.4,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,5.4,NVD
CVE-2016-9990,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-1154,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2017-1171,4.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,4.3,NVD
CVE-2017-7386,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7387,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7388,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7389,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7390,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7391,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-7395,6.5,MEDIUM,2,5900,tigervnc,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2016-7585,6.8,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,NONE,NONE,6.8,NVD
CVE-2017-2367,6.5,MEDIUM,2,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,8.0,NVD+ExploitDB
CVE-2017-2385,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-2386,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2017-2388,5.5,MEDIUM,2,0,unknown,0,1,0,1,LOCAL,LOW,NONE,REQUIRED,7.0,NVD+ExploitDB
CVE-2017-2390,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2017-2391,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2017-2393,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-2399,4.6,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,NONE,NONE,4.6,NVD
CVE-2017-2400,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2017-2412,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2017-2414,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2017-2417,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2017-2418,6.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,6.5,NVD
CVE-2017-2424,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2017-2442,6.5,MEDIUM,2,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,8.0,NVD+ExploitDB
CVE-2017-2445,6.1,MEDIUM,2,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,7.6,NVD+ExploitDB
CVE-2017-2448,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2017-2452,4.6,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,NONE,NONE,4.6,NVD
CVE-2017-2453,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2017-2475,6.1,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.1,NVD
CVE-2017-2479,6.5,MEDIUM,2,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,8.0,NVD+ExploitDB
CVE-2017-2480,6.5,MEDIUM,2,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,8.0,NVD+ExploitDB
CVE-2017-2486,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,6.5,NVD
CVE-2017-2489,5.5,MEDIUM,2,0,unknown,0,1,0,1,LOCAL,LOW,NONE,REQUIRED,7.0,NVD+ExploitDB
CVE-2017-6974,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2014-8570,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2014-9691,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2015-7847,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.5,NVD
CVE-2015-8670,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2016-6177,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2016-8271,5.3,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,5.3,NVD
CVE-2016-8272,5.3,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,5.3,NVD
CVE-2016-8275,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2016-8756,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-8758,5.5,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,5.5,NVD
CVE-2016-8762,5.0,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,LOW,REQUIRED,5.0,NVD
CVE-2016-8764,6.4,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,HIGH,HIGH,NONE,6.4,NVD
CVE-2016-8769,6.7,MEDIUM,2,0,unknown,0,1,0,1,LOCAL,LOW,HIGH,NONE,8.2,NVD+ExploitDB
CVE-2016-8774,6.7,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,HIGH,NONE,6.7,NVD
CVE-2016-8775,6.7,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,HIGH,NONE,6.7,NVD
CVE-2016-8776,4.6,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,NONE,NONE,4.6,NVD
CVE-2016-8779,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
CVE-2016-8780,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,6.5,NVD
